date,asin,brand,product_name,tag,seller_id,seller_name,condition,fulfillment,price,inventory_est,ships_from_country,is_map,is_prime,is_1p
2026-02-25,B073WJRJZZ,Yeti,"YETI Rambler 30 oz Stainless Steel Vacuum Insulated Tumbler w/MagSlider Lid, Black",Tumbler,A1VEGT0ID6GCYB,,New,FBM,57.42,61,US,False,False,False
2026-02-25,B073WJRJZZ,Yeti,"YETI Rambler 30 oz Stainless Steel Vacuum Insulated Tumbler w/MagSlider Lid, Black",Tumbler,A1HB7MI1R2DUT4,,New,FBM,65.06,2,US,False,False,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A3VZHMRV3J141P,,New,FBM,25.0,1000,US,False,False,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A3VZHMRV3J141P,,New,FBA,25.0,1,US,False,True,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A18YRRSOYYUIQP,,New,FBA,42.0,3,US,False,True,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A27MSVYQABDBLL,,New,FBA,44.99,19,US,False,True,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A1JZYET5D13VCS,,New,FBA,46.98,1,US,False,True,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A1IHE8K2N15CH8,,New,FBA,47.99,1,US,False,True,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A2HX9BQKSE8B9V,,New,FBA,54.99,3,US,False,True,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A282LZGE5GW0RF,,New,FBA,54.99,10,US,False,True,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A3514JY5EZK6UB,,New,FBM,54.99,1,US,False,False,False
2026-02-25,B0BWPJCBHV,Yeti,"YETI Rambler 10 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",Tumbler,A2M2K1PY9U27A2,,New,FBA,57.5,1,US,False,True,False
